ENTITY,GROUPS,FAMILY,FAMILY_CS,CROSS_SECTION_MM,FIXATION,SPOOL_TYPE,RM,LME_PROJECTS,LME_SALES,BASIC_LME,UNIT_PRICE,MONTH,MONTH_NAME,QTY_KM,RC_KG,CC_KG,ES_MM,AV_INDEX,TOTAL_AMOUNT,ADDED_VALUE
COFICAB Kenitra,LEAR,FLRY-A    ,YA0050,50,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,50.964719999999986,2,Feb,1509.218,6380.9664833162615,6565.0983,754.609,15394.023599999999,76916.87278895998,1591.1999999999998
COFICAB Kenitra,LEAR,FLRY-A    ,YA0050,50,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,52.01471999999999,2,Feb,600.757,2539.9977217457167,2613.29295,300.3785,6758.51625,31248.207143039996,697.5
COFICAB Kenitra,LEAR,FLRY-A    ,YA0075,75,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,73.85022399999998,2,Feb,375.71,2378.0465266521587,2449.6292,281.7825,4790.3025,27746.267659039993,624.75
COFICAB Kenitra,LEAR,FLRY-A    ,YA0075,75,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,75.37022399999998,2,Feb,124.904,790.5765706661022,814.3740799999999,93.678,1782.38008,9414.042458495996,228.32
COFICAB Kenitra,LEAR,FLRY-A    ,YA0100,100,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,96.68943999999998,2,Feb,242.513,2040.198617374189,2109.8631,242.513,3676.49708,23448.446162719993,636.72
COFICAB Kenitra,LEAR,FLRY-A    ,YA0100,100,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,98.77943999999998,2,Feb,266.247,2239.8665691324823,2316.3489,266.247,4592.7607499999995,26299.729561679993,828.0
COFICAB Kenitra,LEAR,FLRY-A    ,YA0150,150,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,139.83415999999997,2,Feb,185.51,2274.747411351183,2420.9055000000003,278.265,3253.8453999999997,25940.635021599996,771.76
COFICAB Kenitra,LEAR,FLRY-A    ,YA0150,150,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,143.04415999999998,2,Feb,400.145,4906.629307935525,5221.89225,600.2175,8303.008749999999,57238.40540319999,2012.75
COFICAB Kenitra,LEAR,FLRY-A    ,YA0200,200,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,195.23887999999997,2,Feb,16.502,271.4956079609044,287.1348,33.004,531.03436,3221.8319977599995,193.07999999999998
COFICAB Kenitra,LEAR,FLRY-B    ,YB0050,50,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,50.94471999999999,2,Feb,271.98,1147.7002864347237,1183.1129999999998,135.99,2768.7563999999998,13855.944945599997,285.03999999999996
COFICAB Kenitra,LEAR,FLRY-B    ,YB0050,50,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,50.94471999999999,2,Feb,1097.196,4629.943979244919,4772.8026,548.598,11169.45528,55896.34300511999,1211.42
COFICAB Kenitra,LEAR,FLRY-B    ,YB0075,75,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,73.85022399999998,2,Feb,81.55799999999999,514.5279495041543,531.75816,61.1685,1039.8645000000001,6023.076568991999,140.25
COFICAB Kenitra,LEAR,FLRY-B    ,YB0075,75,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,73.85022399999998,2,Feb,414.275,2613.5519051574774,2701.073,310.70625,5282.00625,30594.301547599993,714.0
COFICAB Kenitra,LEAR,FLRY-B    ,YB0100,100,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,96.68943999999998,2,Feb,41.914,351.26792614804697,364.6518,41.913999999999994,635.41624,4052.641188159999,106.12
COFICAB Kenitra,LEAR,FLRY-B    ,YB0100,100,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,96.68943999999998,2,Feb,211.227,1770.22642163653,1837.6748999999998,211.227,3202.20132,20423.420342879996,560.92
COFICAB Kenitra,LEAR,FLRY-B    ,YB0150,150,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,139.82415999999998,2,Feb,13.03,159.19038427649357,170.04149999999998,19.545,228.4159,1821.9088047999994,52.59
COFICAB Kenitra,LEAR,FLRY-B    ,YB0150,150,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,139.82415999999998,2,Feb,124.67999999999999,1523.2430630539693,1627.074,187.01999999999998,2185.6404,17433.276268799997,508.37
COFICAB Kenitra,LEAR,FLRY-B    ,YB0200,200,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,190.47887999999995,2,Feb,5.214,85.611141599228,90.72359999999999,10.428,142.96788,993.1568803199997,54.84
COFICAB Kenitra,LEAR,FLRY-B    ,YB0200,200,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,190.47887999999995,2,Feb,39.636,650.8023031121982,689.6664,79.272,1086.81912,7549.820887679998,356.46000000000004
COFICAB Kenitra,LEAR,FLRY-B    ,YB0250,250,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,227.52359999999996,2,Feb,241.996,4925.252003300369,5263.413,604.99,5735.3052,55059.80110559999,1990.8
COFICAB Kenitra,LEAR,FLRY-B    ,YB0250,250,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,227.52359999999996,2,Feb,215.543,4386.864214893517,4688.0602499999995,538.8575,5108.3691,49041.11931479999,1801.2
COFICAB Kenitra,LEAR,FLRY-B    ,YB0300,300,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,290.46831999999995,2,Feb,4.428,113.24217880260966,115.5708,13.284,203.15664,1286.1937209599998,91.76
COFICAB Kenitra,LEAR,FLRY-B    ,YB0400,400,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,367.15775999999994,2,Feb,54.619,1799.1400899235985,1900.7412,218.476,2241.56376,20053.789693439998,1477.44
COFICAB Kenitra,LEAR,FLRY-B    ,YB0400,400,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,378.3177599999999,2,Feb,1.515,49.90382900152422,52.721999999999994,6.06,79.083,573.1514063999998,52.2
COFICAB Kenitra,LEAR,FLRY-B    ,YB0400,400,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,367.15775999999994,2,Feb,130.04,4283.494338850303,4525.392,520.16,5336.8416,47745.19511039999,3652.56
COFICAB Kenitra,LEAR,FLRY-B    ,YB0600,600,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,549.1366399999999,2,Feb,1.3900000000000001,68.694887783979,72.558,8.34,83.34440000000001,763.2999295999999,119.92
COFICAB Kenitra,LEAR,FLRY-B    ,YB0600,600,3M-1,PRODUCED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,560.0866399999999,2,Feb,1.201,59.354359876661,62.69220000000001,7.206,85.16291,672.6640546399999,70.91
COFICAB Kenitra,LEAR,FLRY-B    ,YB0600,600,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,549.1366399999999,2,Feb,34.747,1717.2239322517398,1813.7934000000002,208.48200000000003,2083.43012,19080.85083008,1738.84
COFICAB Kenitra,LEAR,FLRY-B    ,YB1000,1000,3M-1,PURCHASED,PVC,( LME Cash + Prem315$ ) + 1% 3M-1,9.371199999999998,9.00780333333333,977.1043999999999,2,Feb,1.6,136.02795376139431,139.20000000000002,16.0,258.896,1563.36704,161.81
COFICAB Kenitra,LEAR,IRT2      ,IRT20035,35,3M-1,PRODUCED,PVC,LME 3Months 3M-1,9.03864,9.03864,35.317851999999995,2,Feb,53.992000000000004,151.29589809759452,164.6756,18.8972,418.438,1906.8814651839998,31.0
COFICAB Kenitra,LEAR,IRT2      ,IRT20050,50,3M-1,PRODUCED,PVC,LME 3Months 3M-1,9.03864,9.03864,50.91808399999999,2,Feb,19.913,84.19241545331711,86.62155,9.9565,230.99079999999998,1013.9318066919998,23.2
COFICAB Kenitra,LEONI,A2 SBD    ,A2SBD1600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1946.4181600000002,2,Feb,13.426,1785.3739357308946,1893.0659999999998,214.816,4510.4646999999995,26132.610216160003,4703.3
COFICAB Kenitra,LEONI,A2 SCD    ,A2SCD3500,3500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,4330.94088,2,Feb,13.680000000000001,4112.083986454762,4281.84,478.8,10341.1224,59247.271238400004,14362.669999999998
COFICAB Kenitra,LEONI,A3Z       ,A3Z1000,1000,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,1167.9984,2,Feb,47.903,4072.496981671868,4311.27,479.03000000000003,6708.33612,55950.6273552,3921.12
COFICAB Kenitra,LEONI,A3Z       ,A3Z1200,1200,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,1453.78008,2,Feb,1.5,152.9320823624608,162.0,18.0,330.34499999999997,2180.6701199999998,220.23
COFICAB Kenitra,LEONI,A3Z       ,A3Z2500,2500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,2834.65544,2,Feb,7.6499999999999995,1594.2072457180122,1675.35,191.25,2549.6685,21685.114115999997,2333.03
COFICAB Kenitra,LEONI,A3Z       ,A3Z3000,3000,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,3395.4876,2,Feb,25.049999999999997,6076.328557061704,6513.0,751.4999999999999,10667.0415,85056.96437999999,9794.09
COFICAB Kenitra,LEONI,A3Z       ,A3Z3500,3500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,4151.8344,2,Feb,7.61,2258.8402720653553,2397.15,266.35,4215.7878,31595.459784,5539.8
COFICAB Kenitra,LEONI,A3Z       ,A3Z4000,4000,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,4613.406000000001,2,Feb,18.720000000000002,6182.243570969298,6552.0,748.8,11527.5888,86362.96032000001,15394.75
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0035,35,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,42.795280000000005,2,Feb,8487.648,24442.874290450924,25462.944,2970.6768,72399.63743999999,363231.27270144003,5399.49
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0050,50,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,60.68574400000001,2,Feb,4450.347,18816.12331318352,19581.526800000003,2225.1735,46417.11921,270072.61875316803,4787.37
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0075,75,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,88.644704,2,Feb,2154.545,13637.13569978381,14327.724250000001,1615.90875,27341.17605,190989.00377968,3553.2
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0100,100,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,109.61843200000001,2,Feb,125.152,1052.871134172661,1026.2464,125.152,1997.4259200000001,13718.966001664001,351.12
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0150,150,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,172.121584,2,Feb,740.095,9075.139805961695,9917.273000000001,1110.1425,14113.61165,127386.32371048,3356.32
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0200,200,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,211.30816000000002,2,Feb,143.708,2364.2817691285118,2299.328,287.416,4104.30048,30366.67305728,1342.32
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0250,250,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,283.12872000000004,2,Feb,1060.511,21641.303180538685,23331.242,2651.2775,33777.27535,300261.12197592005,11943.75
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0300,300,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,338.92576,2,Feb,8.662,221.5116490909599,225.21200000000002,25.986,363.45752000000005,2935.7749331200002,167.84
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0400,400,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,439.2511360000001,2,Feb,462.473,15233.777894271889,15539.0928,1849.892,25658.00204,203141.79061932804,16699.48
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0500,500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,548.55568,2,Feb,150.803,5926.684247306301,6484.529,754.015,8659.108259999999,82723.84221104,6143.9400000000005
COFICAB Kenitra,LEONI,A3Z-P     ,A3ZP0600,600,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,684.55504,2,Feb,84.445,4173.337984833171,4560.03,506.67,5723.6821,57807.250352799994,5219.06
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0050,50,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,60.68574400000001,2,Feb,226.24699999999999,956.575172955689,995.4868,113.12349999999999,2359.75621,13729.967522768002,250.32
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0075,75,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,88.644704,2,Feb,1245.052,7880.523765940016,8279.595800000001,933.789,15799.709879999999,110367.26600460801,2030.3999999999999
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0100,100,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,109.61843200000001,2,Feb,349.308,2938.637098373049,2864.3255999999997,349.308,5574.95568,38290.59524505601,957.6
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0150,150,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,172.121584,2,Feb,150.677,1847.62069807645,2019.0718,226.0155,2873.41039,25934.763912368002,686.52
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0200,200,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,211.30816000000002,2,Feb,263.823,4340.411871133071,4221.168,527.6460000000001,7534.784879999999,55747.952695680004,2399.04
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0250,250,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,283.12872000000004,2,Feb,411.63599999999997,8400.044389944302,9055.992,1029.09,13110.606600000001,116545.97378592001,4681.95
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0300,300,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,338.92576,2,Feb,108.454,2773.4731459837176,2819.804,325.362,4550.72984,36757.85437504,2223.88
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0400,400,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,439.2511360000001,2,Feb,429.13,14135.465438563757,14418.768,1716.52,23808.1324,188495.83999168006,15645.359999999999
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0500,500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,548.55568,2,Feb,59.383,2333.801652870235,2553.469,296.915,3409.7718600000003,32574.881945440004,2411.64
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0600,600,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,684.55504,2,Feb,4.521,223.43135803695617,244.13400000000001,27.125999999999998,306.43338,3094.8733358399995,271.12
COFICAB Kenitra,LEONI,A3ZP      ,A3ZP0700,700,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,806.0408800000001,2,Feb,30.394000000000002,1733.9914783374925,1914.8220000000001,212.758,2628.16918,24498.806506720004,3285.86
COFICAB Kenitra,LEONI,A3ZZ      ,A3ZZ0800,800,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,971.8532000000001,2,Feb,13.200000000000001,859.4669078329969,924.0,105.60000000000001,2274.7560000000003,12828.462240000004,1033.98
COFICAB Kenitra,LEONI,A3ZZ      ,A3ZZ3500,3500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,4235.8344,2,Feb,12.3,3697.2684965930976,3874.5,430.5,7847.154,52100.763119999996,10207.68
COFICAB Kenitra,LEONI,A3ZZ      ,A3ZZ5000,5000,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,6055.942,2,Feb,8.88,3847.352673883384,3996.0,444.0,8135.411999999999,53776.76496,18323.0
COFICAB Kenitra,LEONI,F3Z       ,F3Z1600,1600,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,1916.7669248,2,Feb,1.0,128.52389492487595,142.23,16.0,292.25,1916.7669248,292.25
COFICAB Kenitra,LEONI,F3Z       ,F3Z2500,2500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,3034.0326240000004,2,Feb,2.3,457.6195846084993,528.77,57.5,938.7909999999999,6978.2750352,816.34
COFICAB Kenitra,LEONI,FLRY      ,LRY080005,800,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1008.8011680000001,2,Feb,22.228,1447.3150743084852,1707.1104,177.824,2925.4270800000004,22423.632362304004,3158.6400000000003
COFICAB Kenitra,LEONI,FLRY      ,LRY080050,800,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1008.8011680000001,2,Feb,21.279,1385.523549856499,1634.2272,170.232,2800.5291900000007,21466.280053872004,3027.03
COFICAB Kenitra,LEONI,FLRY      ,LRY080080,800,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1008.8011680000001,2,Feb,22.262,1449.5288907798947,1709.7215999999999,178.096,2929.9018200000005,22457.931602016004,3158.6400000000003
COFICAB Kenitra,LEONI,FLRY      ,LRY1000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1151.23488,2,Feb,36.717,3121.586486410697,3231.096,367.17,5365.088040000001,42269.891088959994,3214.6400000000003
COFICAB Kenitra,LEONI,G2        ,G21000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1179.5684,2,Feb,12.004999999999999,972.1537795197385,1080.45,120.05000000000001,1820.07805,14160.718642,1061.27
COFICAB Kenitra,LEONI,G3        ,G31000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1226.9412832,2,Feb,576.092,46651.39651404291,54625.043439999994,5760.92,82916.92156,706831.0577212544,47784.76
COFICAB Kenitra,LEONI,G3        ,G31600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1853.5669248,2,Feb,5.901999999999999,758.5480278466177,839.4414599999999,94.43199999999999,1351.8531,10939.7519901696,1374.3000000000002
COFICAB Kenitra,LEONI,H3        ,H31000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1213.6784,2,Feb,3.6,291.52650558205175,324.0,36.0,668.592,4369.2422400000005,371.44
COFICAB Kenitra,LEONI,IRT2      ,IRT20035,35,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,42.89528000000001,2,Feb,12122.49,33969.53274057469,36367.47,4242.8715,104617.08870000001,519997.60284720006,7672.070000000001
COFICAB Kenitra,LEONI,IRT2      ,IRT20050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,60.68574400000001,2,Feb,9830.969,41565.461073503815,43256.263600000006,4915.4845,102537.00667,596599.6680059361,10628.17
COFICAB Kenitra,LEONI,IRT2      ,IRT20075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,90.034704,2,Feb,5756.013,36432.53233082609,38277.486450000004,4317.00975,81044.66304,518240.92667515203,10433.28
COFICAB Kenitra,LEONI,IRT2      ,IRT20075,75,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,90.034704,2,Feb,185.666,1175.1680456133713,1234.6789,139.2495,2614.17728,16716.383352864,352.0
COFICAB Kenitra,LEONI,IRT2      ,IRT20100,100,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,110.688432,2,Feb,640.239,5107.521797805861,5249.9598,640.239,10903.270170000002,70867.051015248,1941.42
COFICAB Kenitra,LEONI,IRT2      ,IRT20100,100,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,110.688432,2,Feb,85.896,685.2373759554357,704.3471999999999,85.896,1462.80888,9507.693555072,255.45000000000002
COFICAB Kenitra,LEONI,IRT2      ,IRT20150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,174.871584,2,Feb,2300.2599999999998,28206.083124546778,30823.484,3450.39,50191.6732,402250.10981184006,11717.34
COFICAB Kenitra,LEONI,IRT2      ,IRT20150,150,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,174.871584,2,Feb,99.341,1218.1320823192168,1331.1694,149.0115,2167.62062,17371.918026144,523.6800000000001
COFICAB Kenitra,LEONI,IRT2      ,IRT20200,200,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,214.08816000000002,2,Feb,593.408,9191.720703155539,9494.528,1186.816,18597.40672,127041.62684928002,6079.96
COFICAB Kenitra,LEONI,IRT2      ,IRT20200,200,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,214.08816000000002,2,Feb,25.272,391.4560734101104,404.352,50.544,792.02448,5410.43597952,250.72
COFICAB Kenitra,LEONI,IRT2      ,IRT20250,250,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,287.10872,2,Feb,372.68,7605.089310080854,8198.96,931.7,13353.124399999999,106999.6777696,4622.07
COFICAB Kenitra,LEONI,IRT2      ,IRT20250,250,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,287.10872,2,Feb,17.624,359.6439143524337,387.728,44.06,631.4679199999999,5060.00408128,214.98
COFICAB Kenitra,LEONI,IRT2      ,IRT20300,300,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,344.12576,2,Feb,84.428,2159.060899267093,2195.128,253.284,3981.6244799999995,29053.849665280002,1980.7199999999998
COFICAB Kenitra,LEONI,IRT2      ,IRT20300,300,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,344.12576,2,Feb,3.9749999999999996,101.65190546485402,103.35,11.925,187.46099999999998,1367.899896,94.32
COFICAB Kenitra,LEONI,IRT2      ,IRT20400,400,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,440.72113600000006,2,Feb,218.189,6821.3653818979665,7331.1504,872.756,12425.86355,96160.50394270402,8200.800000000001
COFICAB Kenitra,LEONI,IRT2      ,IRT20400,400,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,440.72113600000006,2,Feb,9.097,284.40462571039694,305.6592,36.388,518.07415,4009.2401741920007,341.70000000000005
COFICAB Kenitra,LEONI,IRT2      ,IRT20500,500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,557.36568,2,Feb,1.2,47.16100539622926,51.6,6.0,79.476,668.838816,66.23
COFICAB Kenitra,LEONI,IRT2      ,IRT20600,600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,678.2815200000001,2,Feb,7.569,374.06590333592595,393.58799999999997,45.414,638.4451499999999,5133.912824880001,590.4499999999999
COFICAB Kenitra,LEONI,IRT2      ,IRT20600,600,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,678.2815200000001,2,Feb,3.4110000000000005,168.57428937492978,177.372,20.466,287.71785,2313.6182647200008,253.04999999999998
COFICAB Kenitra,LEONI,IRT2      ,IRT20700,700,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,815.3308800000001,2,Feb,3.1340000000000003,178.79612071822405,197.442,21.938000000000002,300.11184000000003,2555.2469779200005,383.04
COFICAB Kenitra,LEONI,NF3ZZ     ,NF3ZZ1000,1000,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,1196.6984,2,Feb,6.103,518.8661878154713,549.27,61.03,1029.82022,7303.4503352,674.96
COFICAB Kenitra,LEONI,NF3ZZ     ,NF3ZZ3500,3500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.42176,11.15084,4239.124400000001,2,Feb,3.2,961.8909909835701,1008.0,112.0,2052.064,13565.198080000002,2565.08
COFICAB Kenitra,LEONI,R3        ,R31000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,1181.9284,2,Feb,352.974,30009.22067474655,31767.66,3529.7400000000002,54347.40678,417189.9950616,31871.79
COFICAB Kenitra,LEONI,R3        ,R32500,2500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,2900.51544,2,Feb,49.629999999999995,10498.714514212861,10868.97,1240.75,19809.8145,143952.5812872,18760.05
COFICAB Kenitra,LEONI,R3        ,R33000,3000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.42176,11.15084,3495.2276,2,Feb,59.287,14208.144615469684,15414.619999999999,1778.61,31159.468590000004,207221.5587212,29431.920000000002
COFICAB Kenitra,SEBN,FLRY      ,LRY1000,1000,M-1,PRODUCED,PVC,WM Lower M-1 + 1%,11.5511,11.5411,1214.6556,2,Feb,22.205,1887.8129457948505,2131.68,222.05,2348.17875,26971.427598000002,1480.5
COFICAB Kenitra,SEBN,FLRY      ,LRY1600,1600,M-1,PRODUCED,PVC,WM Lower M-1 + 1%,11.5511,11.5411,1914.92896,2,Feb,1.0,132.978842226344,153.6,16.0,140.68,1914.92896,140.68
COFICAB Kenitra,SEBN,FLRY      ,LRY2500,2500,M-1,PRODUCED,PVC,WM Lower M-1 + 1%,11.5511,11.5411,3032.694,2,Feb,14.655,3062.6216985255764,3517.2,366.375,3816.6016499999996,44444.13057,3385.59
COFICAB Kenitra,SEBN,FLRY-A    ,YA0035,35,M-1,PRODUCED,PVC,WM Lower M-1 + 1%,11.5511,11.5411,44.521696,2,Feb,23327.068,70296.085305565,78378.94847999999,8164.4738,133197.55828,1038560.630067328,10003.92
COFICAB Kenitra,SEBN,FLRY-B    ,YB0050,50,M-1,PRODUCED,PVC,WM Lower M-1 + 1%,11.5511,11.5411,61.775279999999995,2,Feb,10875.009,45890.32628972791,52200.0432,5437.5045,68838.80697,671806.72597752,7045.29
