ENTITY,GROUPS,FAMILY,FAMILY_CS,CROSS_SECTION_MM,FIXATION,SPOOL_TYPE,RM,LME_PROJECTS,LME_SALES,BASIC_LME,UNIT_PRICE,MONTH,MONTH_NAME,QTY_KM,RC_KG,CC_KG,ES_MM,AV_INDEX,TOTAL_AMOUNT,ADDED_VALUE
COFICAB Maroc,YAZAKI,C4ZH      ,C4ZH0400,400,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,462.82068000000004,2,Feb,100.484,3309.9249857354193,3717.908,401.936,11514.46156,46506.073209120004,5958.68
COFICAB Maroc,YAZAKI,C4ZH      ,C4ZH0600,600,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,675.22856,2,Feb,76.313,3771.448180905604,4120.902,457.878,12744.271,51528.71709928,9519.0
COFICAB Maroc,YAZAKI,C4ZH      ,C4ZH0700,700,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,808.1333199999999,2,Feb,27.84,1588.2846205473381,1753.92,194.88,5991.168,22498.431628799997,5810.4
COFICAB Maroc,YAZAKI,CF3CR     ,CF3CR010,1000,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,1249.5032,2,Feb,4.888,415.54857644899744,469.248,48.879999999999995,1633.6673600000001,6107.5716416000005,1336.88
COFICAB Maroc,YAZAKI,CF3CR     ,CF3CR025,2500,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,2912.576,2,Feb,6.9559999999999995,1471.4700415245752,1599.88,173.9,5006.3027600000005,20259.878656,6477.39
COFICAB Maroc,YAZAKI,COFFLEX   ,CF3CR035,3500,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,3931.964,2,Feb,12.499,3757.086092594888,3999.68,437.46500000000003,11011.86898,49145.618036,14977.34
COFICAB Maroc,YAZAKI,COFFLEX   ,CF3CR050,5000,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,5589.81,2,Feb,0.42,181.90068911058057,189.0,21.0,545.7564,2347.7202,1299.42
COFICAB Maroc,YAZAKI,FHLR91XC91,HI4XCXS0,500,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,1067.88456,2,Feb,0.8,45.47200000000001,53.44,4.0,344.8,854.307648,431.0
COFICAB Maroc,YAZAKI,FHLR91XC91,HI4XCXS0,500,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,1110.9845599999999,2,Feb,2.675,152.047,178.69,13.375,1268.2175,2971.8836979999996,1422.3000000000002
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0035,35,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,44.42602,2,Feb,959.152,2890.4031493800794,2973.3712,335.70320000000004,14262.59024,42611.30593504,907.0699999999999
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,60.467874,2,Feb,1047.718,4429.746691311094,4683.299459999999,523.859,18701.766300000003,63353.280011532,1749.3000000000002
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,87.80119200000001,2,Feb,143.345,907.2983933431468,969.0122,107.50875,3347.10575,12585.861867240003,420.3
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,113.975064,2,Feb,276.26800000000003,2324.1706284806687,2464.31056,276.26800000000003,7992.43324,31487.662981152,1243.99
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,162.240072,2,Feb,135.144,1657.1530599948483,1778.49504,202.716,4969.24488,21925.772290368,1029.5600000000002
COFICAB Maroc,YAZAKI,FLR2X-A   ,2XA0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,261.534192,2,Feb,55.277,1128.009342581677,1202.82752,138.1925,2988.82739,14456.825531184,1027.33
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0035,35,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,44.42602,2,Feb,233.733,704.3540536995744,724.5723,81.80655,3475.6097099999997,10383.82693266,252.79
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,60.467874,2,Feb,22.014,93.0750866764935,98.40257999999999,11.007,392.9499,1331.139778236,35.7
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,87.80119200000001,2,Feb,150.776,954.3327116725823,1019.24576,113.08200000000001,3520.6196,13238.312524992003,443.65000000000003
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,113.975064,2,Feb,66.142,556.4353950112514,589.98664,66.142,1913.48806,7538.538683088,318.23
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,162.240072,2,Feb,41.847,513.1332808086516,550.70652,62.7705,1538.7141900000001,6789.2602929839995,367.70000000000005
COFICAB Maroc,YAZAKI,FLR2X-A T3,2XA0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,261.534192,2,Feb,6.184,126.19371120945584,134.56384000000003,15.46,334.36888,1617.3274433280003,108.14
COFICAB Maroc,YAZAKI,FLR2X-A T4,2X4A0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,65.79048,2,Feb,152.489,644.7227624335341,670.9516000000001,76.2445,3635.33776,10032.32450472,357.6
COFICAB Maroc,YAZAKI,FLR2X-A T4,2X4A0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,93.42572,2,Feb,289.987,1835.46506114897,1913.9142,217.49025,8844.603500000001,27092.24426564,1128.5
COFICAB Maroc,YAZAKI,FLR2X-A T4,2X4A0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,122.55096,2,Feb,51.651,434.526391517132,454.52880000000005,51.651,1996.31115,6329.87963496,309.2
COFICAB Maroc,YAZAKI,FLR2X-A T4,2X4A0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,175.84776,2,Feb,46.89,574.9711935650746,600.192,70.33500000000001,2523.1509,8245.501466400001,538.1
COFICAB Maroc,YAZAKI,FLR2X-A T4,2X4A0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,292.16846,2,Feb,3.7,75.5039992682708,78.81,9.25,329.63300000000004,1081.023302,178.18
COFICAB Maroc,YAZAKI,FLR2X-B   ,2XB0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,261.534192,2,Feb,94.876,1930.9749296067946,2064.50176,237.19,5129.94532,24813.318000192,1622.1
COFICAB Maroc,YAZAKI,FLR2X-B   ,2XB0400,400,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,436.82068,2,Feb,9.785,322.3161496897126,346.389,39.14,971.7483500000001,4274.2903538,595.86
COFICAB Maroc,YAZAKI,FLR2X-B   ,2XB0600,600,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,659.0984000000001,2,Feb,40.851,2018.8883891103067,2124.252,245.106,6671.78532,26924.828738400003,4899.599999999999
COFICAB Maroc,YAZAKI,FLR2X-B T3,2XB0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,261.534192,2,Feb,165.538,3369.1315811928152,3602.1068800000003,413.84499999999997,8950.63966,43293.847075296006,2865.71
COFICAB Maroc,YAZAKI,FLR2X-B T3,2XB0600,600,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,659.0984000000001,2,Feb,8.106,400.60486358052793,421.512,48.636,1323.8719199999998,5342.651630400001,979.92
COFICAB Maroc,YAZAKI,FLR2X-B T4,2X4B0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,65.77048,2,Feb,128.856,543.7461140849796,566.9664,64.428,3069.34992,8474.92097088,309.66
COFICAB Maroc,YAZAKI,FLR2X-B T4,2X4B0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,292.16846,2,Feb,78.956,1606.9612604034114,1681.7628,197.39,7034.19004,23068.452927759998,2227.25
COFICAB Maroc,YAZAKI,FLR2X-B T4,2X4B0400,400,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,489.4941,2,Feb,133.149,4385.904242722078,4726.7895,532.596,20109.49347,65175.6499209,11629.31
COFICAB Maroc,YAZAKI,FLR2X-B T4,2X4B0600,600,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,702.27944,2,Feb,1.497,73.98291151986804,79.64040000000001,8.982000000000001,292.00482000000005,1051.3123216800002,195.06
COFICAB Maroc,YAZAKI,FLRY      ,LRY080050,800,3M-1,PURCHASED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,782.3624,2,Feb,106.10900000000001,6908.995646022992,7639.848000000001,848.8720000000001,10175.8531,83015.6919016,10932.6
COFICAB Maroc,YAZAKI,FLRY VW   ,LRY080080,800,3M-1,PURCHASED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,782.3624,2,Feb,47.014,3061.1872819659498,3385.0080000000003,376.112,4508.6426,36781.9858736,4986.8
COFICAB Maroc,YAZAKI,FLRY VW   ,LRY100050,1000,3M-1,PURCHASED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,973.698,2,Feb,62.555,5318.267904715013,5629.95,625.55,7232.6091,60909.678389999994,10058.94
COFICAB Maroc,YAZAKI,FLRY VW   ,LRY2500,2500,3M-1,PURCHASED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,2471.996,2,Feb,4.9799999999999995,1040.727127851066,1145.4,124.5,1390.0674,12310.54008,1395.65
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0200,200,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,197.3156,2,Feb,1597.006,26221.99977000704,28746.108,3194.012,41043.0542,315114.1970936,13441.1
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0250,250,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,231.24419200000003,2,Feb,673.59,13709.319562732837,14657.318400000002,1683.975,16017.970200000002,155763.77528928002,5635.860000000001
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0300,300,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,290.9934,2,Feb,192.664,4927.211187178407,5201.928,577.992,6467.73048,56063.9524176,3021.3
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0400,400,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,375.41067999999996,2,Feb,294.697,9707.266465519593,10432.273799999999,1178.788,11169.0163,110632.40116395999,7352.599999999999
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0500,500,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,481.959,2,Feb,93.439,3672.2309860152213,4204.755,467.195,4944.79188,45033.767001,3492.7200000000003
COFICAB Maroc,YAZAKI,FLRY-B    ,YB0600,600,3M-1,PRODUCED,PVC,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,9.5342,9.00780333333333,550.3184,2,Feb,87.703,4334.350894473605,4560.5560000000005,526.2180000000001,4783.321620000001,48264.574635200006,4035.96
COFICAB Maroc,YAZAKI,G3        ,G31000,1000,3M-1,PURCHASED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1006.5676,2,Feb,148.797,12049.443226255604,13391.73,1487.97,23736.09744,149774.23917719998,31425.440000000002
COFICAB Maroc,YAZAKI,G3        ,G31600,1600,3M-1,PURCHASED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1528.5696,2,Feb,4.5,578.3575271619418,630.0,72.0,949.23,6878.5632000000005,1054.7
COFICAB Maroc,YAZAKI,G4ZH      ,G4ZH1000,1000,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1025.2776,2,Feb,227.521,18424.43982258313,20476.89,2275.21,40551.06783,233272.18482959998,55607.759999999995
COFICAB Maroc,YAZAKI,G4ZH      ,G4ZH1600,1600,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1552.4096,2,Feb,0.68,87.39624854891565,95.2,10.88,159.65040000000002,1055.638528,234.78
COFICAB Maroc,YAZAKI,G4ZH      ,G4ZH1600,1600,3M-1,PURCHASED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1552.4096,2,Feb,2.885,370.7914368582671,403.9,46.16,677.3403,4478.701696,704.34
COFICAB Maroc,YAZAKI,G4ZH      ,G4ZH2000,2000,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,2028.2552,2,Feb,1.815,283.2589789288753,326.70000000000005,36.3,606.5004000000001,3681.2831880000003,668.32
COFICAB Maroc,YAZAKI,G4ZH      ,G4ZH3500,3500,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,3675.3666000000003,2,Feb,10.687,3156.6412621387008,3366.405,374.045,7595.250900000001,39278.6428542,9949.800000000001
COFICAB Maroc,YAZAKI,H4ZH      ,H4ZH1600,1600,3M-1,PRODUCED,PE,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,1668.8496,2,Feb,5.156,669.4269699173909,721.84,82.496,1810.89032,8604.5885376,1756.1000000000001
COFICAB Maroc,YAZAKI,IRT2      ,IRT20035,35,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,36.776666,2,Feb,10565.469,29606.4624606848,33281.22735,3697.91415,75331.79397,388562.724546354,5704.0
COFICAB Maroc,YAZAKI,IRT2      ,IRT20050,50,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,51.603544,2,Feb,6052.813,25591.369796476607,27842.939799999996,3026.4065,50298.87603,312346.60196927196,5185.4400000000005
COFICAB Maroc,YAZAKI,IRT2      ,IRT20075,75,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,76.632644,2,Feb,4662.044,29508.284424954185,33100.5124,3496.533,45734.651640000004,357264.758164336,6072.39
COFICAB Maroc,YAZAKI,IRT2      ,IRT20100,100,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,92.98894,2,Feb,1310.472,10454.321441546424,11139.012,1310.472,17023.03128,121859.40217968001,3039.66
COFICAB Maroc,YAZAKI,IRT2      ,IRT20150,150,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,144.47063200000002,2,Feb,1204.272,14766.937709895488,16618.9536,1806.4080000000001,17570.32848,173981.93693990403,4231.1
COFICAB Maroc,YAZAKI,IRT2      ,IRT20200,200,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,188.85952,2,Feb,1370.929,21235.299274455887,24676.722,2741.858,26664.56905,258912.99289408,8771.949999999999
COFICAB Maroc,YAZAKI,IRT2      ,IRT20250,250,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,240.66772,2,Feb,82.322,1679.902764260159,1893.406,205.805,1992.1924,19812.24804584,774.4
COFICAB Maroc,YAZAKI,IRT2      ,IRT20300,300,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,288.51428,2,Feb,288.63,7381.079113036683,7793.01,865.89,9928.872,83273.87663639999,4816.0
COFICAB Maroc,YAZAKI,IRT2      ,IRT20400,400,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,375.39136800000006,2,Feb,347.35,10859.398344564843,12574.070000000002,1389.4,12049.5715,130392.19167480002,8117.459999999999
COFICAB Maroc,YAZAKI,IRT2      ,IRT20500,500,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,468.2738,2,Feb,183.68,7218.777892649492,8265.6,918.4,8219.68,86012.531584,5817.5
COFICAB Maroc,YAZAKI,IRT2      ,IRT20600,600,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,571.3725280000001,2,Feb,71.746,3545.7434668700416,3960.3792000000003,430.47600000000006,3720.0301000000004,40993.69339388801,3266.55
COFICAB Maroc,YAZAKI,IRT2      ,IRT20700,700,3M-1,PRODUCED,PVC,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,9.41164,9.03864,662.46332,2,Feb,15.110999999999999,862.08940018286,951.9929999999999,105.77699999999999,1050.6678299999999,10010.48322852,1182.01
COFICAB Maroc,YAZAKI,NF3ZZ     ,NF3ZZ0800,800,3M-2,PRODUCED,PP,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,9.032,8.659,774.368,2,Feb,1.4129999999999998,92.00202581575941,104.56199999999998,11.303999999999998,149.778,1094.181984,212.0
COFICAB Maroc,YAZAKI,NF3ZZ     ,NF3ZZ1000,1000,3M-2,PURCHASED,PP,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,9.032,8.659,1004.982,2,Feb,8.003,680.4008030619723,728.273,80.03,1465.1092099999998,8042.870946,2013.77
COFICAB Maroc,YAZAKI,NF3ZZ     ,NF3ZZ2500,2500,3M-2,PURCHASED,PP,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,9.032,8.659,2313.38,2,Feb,20.45,4325.986536684526,4499.0,511.25,6673.653,47308.62100000001,8811.179999999998
COFICAB Maroc,YURA,AVSSK     ,AVSSK0030,30,M-1,PRODUCED,PVC,LME Cash M-1 + 75€,11.226529999999999,11.15153,47.252855,2,Feb,1117.989,3490.4649719917606,3912.9615,335.3967,8899.19244,52828.172108595,2555.16
COFICAB Maroc,YURA,AVSSK     ,AVSSK0050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 75€,11.226529999999999,11.15153,68.03928249999998,2,Feb,486.717,2336.7080881350576,2555.26425,243.3585,4429.124699999999,33115.875460552495,1765.3999999999999
COFICAB Maroc,YURA,AVSSK     ,AVSSK0085,85,M-1,PRODUCED,PVC,LME Cash M-1 + 75€,11.226529999999999,11.15153,102.30223999999998,2,Feb,190.948,1374.761795698657,1527.584,162.3058,2384.94052,19534.40812352,1348.92
COFICAB Maroc,YURA,AVSSK     ,AVSSK0125,125,M-1,PRODUCED,PVC,LME Cash M-1 + 75€,11.226529999999999,11.15153,147.3717275,2,Feb,97.186,1014.3798776939014,1141.9355,121.4825,1502.49556,14322.468708814999,1159.5
COFICAB Kenitra,APTIV,A3 SBD    ,A3S1600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,1941.32145,3,Mar,6.805999999999999,905.0540001924971,959.646,108.89599999999999,2370.12144,13212.633788699999,2437.6800000000003
COFICAB Kenitra,APTIV,A3 SBD    ,A3SBD2500,2500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,2917.6189999999997,3,Mar,2.901,606.254899175892,638.22,72.525,1253.1159599999999,8464.012718999998,1295.8799999999999
COFICAB Kenitra,APTIV,A3 SCD    ,A3F3500,3500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,4121.77175,3,Mar,184.851,55564.534866969974,58228.065,6469.785,104026.74876,761913.6297592501,136750.68
COFICAB Kenitra,APTIV,A3 TBD    ,A30050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,60.94318,3,Mar,37.013,156.18733253109946,162.8572,18.5065,415.65599000000003,2255.6899213399997,44.92
COFICAB Kenitra,APTIV,A3 TBD    ,A30075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,90.289615,3,Mar,12.236,77.19370252008181,81.9812,9.177,178.52324,1104.7837291399999,29.18
COFICAB Kenitra,APTIV,A3 TBD    ,A31000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.467169999999998,10.96766,1164.7709599999998,3,Mar,15.004,1275.602136397475,1320.352,150.04000000000002,2335.52264,17476.223483839996,1400.94
COFICAB Kenitra,APTIV,A3 TBD    ,A31600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.467169999999998,10.96766,1851.8909699999997,3,Mar,33.71,4482.716771450056,4753.11,539.36,7922.5242,62427.24459869999,7990.68
COFICAB Kenitra,APTIV,A3 TBD    ,A32500,2500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$ + 1%,11.298449999999999,10.96766,2899.0389999999998,3,Mar,1.1,229.8794860715206,242.00000000000003,27.5,454.718,3188.9429,413.38
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0035,35,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,45.959188,3,Mar,84.064,242.08894906486066,260.59839999999997,29.4224,901.1660800000001,3863.513180032,64.32000000000001
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0050,50,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,62.166911999999996,3,Mar,5988.542,25319.631196888393,26349.5848,2994.271,72760.7853,372289.163522304,7472.25
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0075,75,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,92.268864,3,Mar,1992.274,12610.045689067107,13547.4632,1494.2055,29824.341780000002,183824.85875673598,3832.32
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0100,100,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,113.746832,3,Mar,300.014,2523.9395331091528,2520.1176,300.014,5478.25564,34125.642055648,967.7800000000001
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0150,150,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,172.48723999999999,3,Mar,1662.488,20385.641067340875,21612.344,2493.732,41080.078480000004,286757.96665311995,9661.61
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0200,200,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,220.82341999999997,3,Mar,703.532,11574.497464292315,11608.278,1407.064,23399.474319999998,155356.34231943998,7483.5
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0250,250,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,283.83456,3,Mar,1213.965,24772.760127488204,26707.23,3034.9125,40971.31875,344565.2216304,14613.75
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0300,300,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,356.68195999999995,3,Mar,15.5,396.3784992969151,418.5,46.5,771.28,5528.570379999999,398.08
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0400,400,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,468.32928,3,Mar,28.03,923.303186081006,1009.08,112.12,1656.573,13127.269718399999,1063.8
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0500,500,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,583.6365999999999,3,Mar,102.00699999999999,4008.9605645442984,4590.315,510.03499999999997,7354.704699999999,59535.018656199994,5191.2
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0600,600,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,701.42392,3,Mar,455.668,22519.469155935356,24606.072,2734.008,39907.40344,319616.43477855995,35469.9
COFICAB Kenitra,APTIV,A3Z-P     ,A3ZP0700,700,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,829.6312399999999,3,Mar,27.385,1562.3266642848007,1725.255,191.695,3107.6498,22719.451507399997,3858.32
COFICAB Kenitra,APTIV,A3ZP      ,A3ZP0050,50,M-1,PRODUCED,PP,LME Cash M-1 + 315$ + 1%,11.367479999999999,10.96766,62.166911999999996,3,Mar,379.5,1604.5307921726433,1669.8000000000002,189.75,4610.925,23592.343104,473.85
